Type;District;Rooms;Vacancies;Suites;Area;Value;Condominium;Taxes
Apartment;Copacabana;1;0;0;30;2600;;
Apartment;Flamengo;2;0;0;90;3000;690;1000
Apartment;Lagoa;3;1;1;130;5000;2000;346
Commercial Set;Pilares;0;1;0;24;800;546;
Commercial Set;Botafogo;0;4;0;197;22000;7306;1433
Apartment;Botafogo;3;2;0;263;8000;1815;
Apartment;Barra da Tijuca;4;2;1;149;5500;1450;265
Apartment;Leblon;3;1;1;165;6500;1468;624
Shed/Warehouse;Benfica;0;40;0;2000;25000;;3700
Apartment;Centro;1;0;0;25;1300;280;30
Apartment;Vila da Penha;3;0;2;86;1800;720;
Apartment;Tijuca;2;0;1;110;2000;450;128
Apartment;Copacabana;1;0;1;33;1400;644;69
Apartment;Copacabana;1;0;0;35;1400;580;25
Apartment;Ipanema;3;3;3;190;15000;3686;750
Commercial Set;Centro;0;0;0;90;3000;1170;281
Apartment;Copacabana;2;2;1;100;3600;750;150
Apartment;Copacabana;3;0;0;135;3000;1000;
Apartment;Barra da Tijuca;4;2;2;169;7500;2450;399
Store/Hall;Centro;0;0;0;2031;150000;;18955
Condominuim House;Barra da Tijuca;6;4;4;662;10000;1129;1486
Commercial Set;Barra da Tijuca;0;1;0;36;1400;750;
Flat;Botafogo;1;1;0;45;2800;1000;250
Commercial House;Lagoa;0;4;0;726;35000;;1869
Store/Hall;Tijuca;0;0;0;80;6690;52;199
Apartment;Grajaú;2;0;0;66;1300;392;25
Commercial Set;Barra da Tijuca;0;2;0;75;3200;1600;499
Apartment;Lagoa;3;1;2;170;6000;860;400
Commercial Set;São Cristóvão;0;1;0;29;1000;400;
Apartment;Leblon;2;0;1;80;3800;720;135
Commercial Set;Ipanema;0;10;0;380;50000;19500;2800
Apartment;Botafogo;2;0;2;59;2000;640;242
Apartment;Leblon;3;1;1;140;8500;1400;532
Apartment;Recreio dos Bandeirantes;3;3;2;188;4500;683;4335
Apartment;Barra da Tijuca;2;1;1;62;1600;1370;156
Apartment;Laranjeiras;1;0;0;45;2000;430;67
Apartment;Barra da Tijuca;4;3;4;233;10000;3100;5500
Shed/Warehouse;Caju;0;0;0;2750;16500;;2100
Commercial Set;Centro;0;0;0;94;5300;980;
Apartment;Gávea;2;1;0;60;2700;680;130
Condominuim House;Barra da Tijuca;5;3;3;600;10000;2100;16070
Apartment;Barra da Tijuca;4;3;4;292;9100;4100;800
Apartment;Anil;2;0;0;48;1070;;
Apartment;Barra da Tijuca;4;2;4;233;6500;2648;
Commercial Set;Centro;0;0;0;69;2800;750;360
Commercial Set;Centro;0;0;0;210;8000;2035;
Commercial Set;Centro;0;0;0;3750;375000;;
Apartment;Catete;2;1;0;72;2100;594;53
Commercial Set;Leblon;0;0;0;36;5000;1486;
Apartment;Copacabana;2;2;1;90;3400;1500;220
Apartment;Botafogo;3;2;1;143;5000;1564;439
Apartment;Tijuca;3;2;1;122;3000;1070;300
Apartment;Jardim Guanabara;3;2;1;90;2000;350;
Loft;Vargem Grande;1;3;0;43;800;220;
Commercial Set;Santo Cristo;0;5;0;1418;49638;;
Commercial Set;Barra da Tijuca;0;1;0;110;3900;1500;1119
Shed/Warehouse;Pavuna;0;0;0;4000;76000;16000;3400
Commercial Set;Tanque;0;1;0;21;600;150;
Apartment;Curicica;3;1;1;60;1200;700;
Commercial Set;Freguesia (Jacarepaguá);0;1;0;21;550;500;442
Store/Hall;Centro;0;20;0;860;12900;;80
Condominuim House;Gávea;5;3;1;600;14500;570;980
Apartment;Barra da Tijuca;3;2;1;117;4500;990;624
Commercial Set;Barra da Tijuca;0;1;0;32;1500;680;240
Condominuim House;Vargem Grande;1;1;0;50;1600;220;
Commercial Set;Centro;0;0;0;296;8500;3809;1106
Flat;Copacabana;1;1;0;48;2800;1800;200
Apartment;Copacabana;4;1;0;160;5000;1780;394
Commercial Set;Recreio dos Bandeirantes;0;1;0;30;684;595;122
Commercial Set;Barra da Tijuca;0;1;0;35;1500;1077;224
Apartment;Leblon;3;1;0;110;3000;1067;142
Apartment;Vila da Penha;2;1;0;90;1100;590;
Commercial Set;Recreio dos Bandeirantes;0;1;0;45;1200;440;600
Apartment;Leblon;4;2;1;350;10000;2200;1400
Apartment;Recreio dos Bandeirantes;3;1;1;126;2000;1100;220
Apartment;Praça da Bandeira;2;0;0;57;1450;568;51
Apartment;Lagoa;3;3;3;250;14000;3910;
Apartment;Leme;3;0;0;130;3000;901;312
Apartment;Urca;3;2;1;168;7000;2172;460
Apartment;Ipanema;3;3;1;219;22000;4000;
Apartment;Ipanema;2;0;0;75;3000;910;191
Apartment;Barra da Tijuca;4;3;2;261;12000;3550;1560
Commercial Set;Centro;0;0;0;414;16000;8971;1086
Apartment;Engenho Novo;2;0;0;67;900;500;
Apartment;Leblon;3;2;1;144;7990;2560;542
Apartment;Pechincha;2;1;1;65;1300;600;60
Store/Hall;Barra da Tijuca;0;28;0;1200;170000;;14000
Apartment;Pilares;3;2;1;85;2100;850;
Apartment;Copacabana;2;0;0;118;3500;1100;163
Commercial Set;Centro;0;0;0;34;1000;720;112
Whole Building;Botafogo;0;0;0;600;15000;;2000
Commercial Set;Botafogo;0;19;0;900;85500;34656;
House;Freguesia (Jacarepaguá);4;2;3;169;3100;600;225
Commercial Set;Barra da Tijuca;0;56;0;1750;175000;36750;78225
Apartment;Recreio dos Bandeirantes;2;1;1;78;1700;850;115
Apartment;Urca;1;0;0;35;1580;360;
Apartment;Barra da Tijuca;3;1;1;62;1600;750;171
Commercial Set;Barra da Tijuca;0;4;0;149;7500;5900;
Apartment;Flamengo;1;0;0;35;1300;585;
Apartment;Copacabana;4;1;0;110;4500;1134;138
Apartment;Campo Grande;1;0;0;40;480;;
Apartment;Botafogo;2;1;1;90;2600;1080;187
Commercial Set;Penha;0;1;0;26;900;544;
Flat;Centro;1;0;1;32;2950;;
Apartment;Barra da Tijuca;3;3;3;251;5200;2370;763
Apartment;Copacabana;1;0;0;38;1800;295;29
Apartment;Barra da Tijuca;2;1;1;70;2500;900;1200
Condominuim House;Barra da Tijuca;4;4;4;763;12000;800;2041
Apartment;Recreio dos Bandeirantes;2;1;1;81;1650;875;
Apartment;Copacabana;2;0;0;65;2000;722;
Apartment;Copacabana;2;0;0;64;2500;500;113
Apartment;Ipanema;5;4;1;380;9900;3508;760
Commercial Set;Santo Cristo;0;25;0;1209;78500;30225;2418
Apartment;Recreio dos Bandeirantes;2;1;1;70;1800;468;131
Apartment;Lagoa;1;1;0;80;6000;1047;
Apartment;Recreio dos Bandeirantes;2;1;2;75;1700;1020;170
Commercial Set;Centro;0;0;0;771;84000;11180;
Apartment;Barra da Tijuca;5;4;5;1147;24000;7000;
House;Campo Grande;2;0;0;116;1100;;
Flat;Copacabana;2;1;1;60;2200;1600;124
Apartment;Andaraí;2;1;0;71;1200;500;140
Condominuim House;Barra da Tijuca;4;4;4;900;15000;1170;2100
House;Centro;2;0;0;207;4000;;
Apartment;Jardim Botânico;2;1;1;79;3300;965;210
Store/Hall;Recreio dos Bandeirantes;0;0;0;30;4500;300;120
Commercial Set;Centro;0;0;0;414;16000;7534;
Apartment;Recreio dos Bandeirantes;2;1;1;94;2400;790;180
Commercial Set;Barra da Tijuca;0;1;0;36;700;;
Apartment;Barra da Tijuca;2;1;1;77;2500;1129;220
Apartment;Laranjeiras;2;0;0;100;2700;650;100
Apartment;Ipanema;2;1;0;75;4199;470;120
Commercial Set;Recreio dos Bandeirantes;0;1;0;23;1000;575;
Commercial Set;Taquara;0;1;0;29;600;170;100
Apartment;Leme;2;0;0;80;4300;800;250
Apartment;Leblon;2;1;2;92;7500;1592;356
Apartment;Barra da Tijuca;3;2;1;110;3991;680;2000
Apartment;Ipanema;3;2;1;120;6300;2200;498
House;Campo Grande;3;0;1;140;1500;;
Apartment;Barra da Tijuca;1;1;1;73;4500;2800;275
Apartment;Copacabana;3;2;1;140;3900;1650;290
Shed/Warehouse;Bonsucesso;0;2;0;2340;15000;;3150
Commercial Set;Barra da Tijuca;0;2;0;72;3200;1934;595
Apartment;Grajaú;1;1;0;56;1100;580;420
Apartment;Recreio dos Bandeirantes;2;1;1;70;1800;650;
Commercial Set;São Cristóvão;0;1;0;338;84;13;13
Apartment;Flamengo;1;1;0;60;1800;650;138
Apartment;Campo Grande;3;0;0;52;900;;
Apartment;Laranjeiras;3;0;1;97;2700;961;144
House;Taquara;3;3;0;280;4000;;1200
Apartment;Tijuca;3;1;0;175;2500;1120;
Apartment;Cidade Nova;2;1;0;57;1600;677;35
Commercial Set;São Conrado;0;1;0;30;1200;919;244
Apartment;Recreio dos Bandeirantes;3;1;2;74;1750;935;1750
House;Barra da Tijuca;6;0;5;800;18000;825;1786
Apartment;Copacabana;3;0;1;200;2800;1560;
Apartment;Copacabana;2;0;1;73;2900;652;
Apartment;Copacabana;1;2;0;88;2600;992;
Commercial Set;Centro;0;0;0;55;800;800;167
Apartment;Grajaú;1;0;1;37;1000;200;
Commercial Set;São Conrado;0;2;0;60;4000;1990;296
Commercial Set;Recreio dos Bandeirantes;0;1;0;25;1250;520;
Apartment;Campo Grande;2;1;0;60;800;355;
Commercial Set;Barra da Tijuca;0;2;0;54;1000;1400;
Apartment;Leme;2;0;1;75;2600;878;
Apartment;Tijuca;3;0;0;87;1500;600;100
Apartment;Leblon;2;0;2;90;7000;1960;360
Apartment;Barra da Tijuca;2;1;1;78;2300;683;186
Apartment;Copacabana;3;2;1;248;8500;1500;432
Apartment;Tijuca;2;0;0;85;1400;580;105
Commercial Set;Centro;0;0;0;60;2400;1130;
Apartment;Catete;2;0;0;70;2500;600;80
Apartment;Copacabana;3;0;0;130;4600;;
House;Rocha Miranda;1;0;0;44;700;;
Apartment;Freguesia (Jacarepaguá);3;2;1;132;1900;1115;137
Apartment;Flamengo;3;0;0;100;2500;980;105
House;Andaraí;3;1;0;75;2950;;
Apartment;Humaitá;2;1;0;180;6000;1800;286
Apartment;Praça Seca;2;1;0;58;850;550;200
Apartment;Leblon;3;1;1;105;4200;2056;383
Apartment;Pechincha;1;0;1;69;900;640;126
Store/Hall;Centro;0;0;0;600;45000;10200;2400
Apartment;Copacabana;2;0;0;77;2000;640;99
Village House;Quintino Bocaiúva;2;0;0;58;1000;;
Apartment;Recreio dos Bandeirantes;3;2;1;110;1600;1000;154
Apartment;Barra da Tijuca;3;3;3;163;6000;2300;435
Apartment;Copacabana;3;0;1;150;5000;1000;
Flat;Ipanema;2;1;1;97;11000;4200;481
Garage;Copacabana;0;1;0;0;350;;
Commercial Set;Barra da Tijuca;0;1;0;50;1500;700;2963
Apartment;Glória;1;0;0;46;1100;453;32
Apartment;Vila Isabel;2;1;1;74;2000;740;
Apartment;Gávea;3;0;1;120;2900;980;
Apartment;Recreio dos Bandeirantes;3;0;1;114;2100;465;218
Apartment;Barra da Tijuca;2;1;1;90;2600;1100;242
Apartment;Vila da Penha;2;1;0;70;1250;305;
Apartment;Humaitá;2;2;1;66;3200;852;
Apartment;Recreio dos Bandeirantes;3;1;1;83;2000;900;160
Shed/Warehouse;Jardim América;0;0;0;1300;18000;;
Apartment;Copacabana;2;0;0;65;2000;800;160
Apartment;Ipanema;4;2;1;257;8000;2800;680
Apartment;Barra da Tijuca;3;1;2;174;9000;2400;600
Commercial Set;Barra da Tijuca;0;1;0;49;2100;1100;
Apartment;Ipanema;3;2;1;140;16500;1530;525
Apartment;Copacabana;1;0;0;52;2500;980;109
Apartment;Cachambi;2;1;0;69;1100;555;
Apartment;Guadalupe;1;0;0;40;550;;
House;Lagoa;3;3;1;250;8600;1900;580
Apartment;Tijuca;3;2;1;108;2499;730;150
Apartment;Copacabana;2;0;0;90;3000;800;218
Apartment;Lagoa;1;1;1;60;2900;1444;
Apartment;Tijuca;1;0;0;44;1500;257;20
Apartment;Recreio dos Bandeirantes;3;1;1;130;3200;849;310
Apartment;Ilha do Governador;2;1;0;70;1300;464;93
Apartment;Copacabana;3;1;0;100;3500;1510;186
House;Engenho Novo;1;0;0;40;450;;
Apartment;Barra da Tijuca;4;3;4;249;8500;3800;753
Apartment;Barra da Tijuca;2;1;0;60;1200;669;
Commercial Set;Centro;0;0;0;56;900;875;195
Condominuim House;Leblon;6;3;6;1206;55000;3200;5016
Apartment;Ipanema;2;1;0;76;2700;878;125
Apartment;Copacabana;1;1;0;45;2300;1500;180
Apartment;Recreio dos Bandeirantes;3;1;1;78;1900;294;
Commercial Set;Centro;0;18;0;1140;79800;22093;3169
Commercial Set;Del Castilho;0;1;0;23;900;450;
Commercial Set;Freguesia (Jacarepaguá);0;0;0;35;700;670;53
Store/Hall;Barra da Tijuca;0;1;0;35;1300;800;201
Commercial Set;Barra da Tijuca;0;0;0;6;2351;;
Apartment;Recreio dos Bandeirantes;2;2;1;79;1990;750;49
Apartment;Bonsucesso;1;0;0;60;1000;;
Apartment;Barra da Tijuca;3;1;1;127;4000;1560;461
Commercial Set;Centro;0;0;0;24;1000;250;70
Apartment;Ipanema;3;1;1;150;5000;2300;500
Commercial Set;Centro;0;0;0;31;647;630;85
Commercial Set;Centro;0;0;0;25;330;550;122
Apartment;Santa Teresa;3;0;1;200;4800;950;67
Apartment;Centro;2;0;0;70;2500;660;85
Apartment;Lagoa;4;3;1;165;8000;1600;573
Apartment;Barra da Tijuca;3;1;2;170;5000;1150;585
Commercial Set;Freguesia (Jacarepaguá);0;1;0;21;750;348;56
Commercial Set;Centro;0;0;0;300;16500;1;
Apartment;Copacabana;1;0;0;50;2500;516;30
Apartment;Flamengo;4;3;1;225;14500;2452;601
Apartment;Copacabana;3;0;0;110;4000;525;
Condominuim House;Copacabana;2;1;1;80;3000;50;
Apartment;Pechincha;2;1;1;75;1500;600;800
Apartment;Bento Ribeiro;2;1;1;73;1450;410;40
Apartment;Copacabana;3;1;1;128;4000;1400;300
Commercial Set;Taquara;0;1;0;33;750;582;56
Village House;Todos os Santos;3;1;1;92;1500;80;11
Apartment;Leblon;3;0;1;100;4500;1116;279
Commercial Set;Botafogo;0;1;0;29;1500;500;95
Apartment;Barra da Tijuca;2;1;1;93;2800;1035;289
Apartment;Jardim Guanabara;3;1;0;71;1950;480;
Commercial Set;Centro;0;0;0;30;600;500;
Apartment;Barra da Tijuca;3;2;1;85;2500;800;233
Apartment;Méier;2;0;0;67;1200;80;
Commercial Set;Centro;0;0;0;350;14000;8800;2447
Apartment;Leblon;4;3;0;230;9000;5030;760
Apartment;Ipanema;4;2;2;300;16000;2100;500
Apartment;Barra da Tijuca;2;1;1;81;2000;1050;
Condominuim House;Recreio dos Bandeirantes;4;4;4;350;9000;550;3000
Apartment;Recreio dos Bandeirantes;3;2;1;100;2000;650;
Apartment;Copacabana;3;0;1;120;3100;2000;200
Apartment;Barra da Tijuca;2;2;1;100;2750;1115;241
Store/Hall;Centro;0;0;0;78;2200;859;
Apartment;Barra da Tijuca;3;2;1;100;5000;1000;
Store/Hall;Jardim Botânico;0;23;0;582;120000;3800;
Shed/Warehouse;Jacarepaguá;0;0;0;600;10000;;241
Apartment;Leblon;4;3;4;393;16000;4800;1800
Apartment;Copacabana;3;1;3;280;6500;2300;524
Apartment;Flamengo;2;0;0;59;3500;;
Commercial Set;Campo Grande;0;0;0;21;400;350;
Commercial Set;Centro;0;0;0;70;1400;1200;220
Apartment;Recreio dos Bandeirantes;3;2;2;180;3600;1100;430
Commercial Set;Campo Grande;0;0;0;40;1100;400;
Apartment;Freguesia (Jacarepaguá);3;1;1;117;1990;980;153
Apartment;Botafogo;1;0;0;21;1000;282;25
Apartment;Ipanema;2;0;2;84;15000;4190;432
Commercial Set;Centro;0;0;0;70;2300;1960;250
Apartment;Copacabana;4;2;4;350;25000;2000;400
Kitchenette;Leblon;1;0;0;32;2400;715;121
Apartment;Méier;2;1;0;68;1100;322;13
Store/Hall;Centro;0;0;0;202;4800;;
Commercial Set;Copacabana;0;2;0;140;8000;3410;750
Apartment;Ipanema;2;0;0;90;3000;1400;
Apartment;Jardim Botânico;3;0;1;360;17000;1700;1200
Apartment;Botafogo;2;0;0;60;1900;900;75
Apartment;Tijuca;3;2;1;99;3200;685;225
Apartment;Copacabana;1;1;1;65;5000;1650;
Commercial Set;Copacabana;0;0;0;16;600;620;29
Apartment;Anil;2;1;0;48;1100;360;18
Apartment;Barra da Tijuca;2;1;1;90;2000;1800;2332
Apartment;Humaitá;2;1;0;80;3900;850;150
Apartment;Botafogo;1;0;0;51;2000;590;26
House;Maracanã;4;2;1;240;6500;;700
Apartment;Leme;1;0;0;40;1600;390;20
Store/Hall;Copacabana;0;0;0;85;8000;;170
Apartment;Ipanema;3;1;1;100;4500;1200;250
Commercial Set;Campo Grande;0;0;0;60;1000;;
Apartment;Copacabana;2;0;1;110;5500;800;350
Apartment;Ipanema;2;0;0;54;2800;500;
House;Campo Grande;2;1;2;86;1500;;
Apartment;Copacabana;1;0;0;59;1700;562;92
Apartment;Barra da Tijuca;1;1;1;65;3500;1500;280
Apartment;Tijuca;2;1;0;78;1800;620;62
Apartment;Leblon;2;1;0;80;3200;1500;277
Apartment;Ipanema;2;1;1;85;10000;3900;300
Store/Hall;Barra da Tijuca;0;1;0;90;8900;1400;490
Apartment;Taquara;2;1;1;59;1100;421;
Store/Hall;Flamengo;0;0;0;100;5000;;600
Apartment;Copacabana;3;0;0;120;4100;950;311
Apartment;Flamengo;3;2;1;440;15000;4400;1300
Shed/Warehouse;Taquara;0;10;0;720;22000;;
Commercial Set;Centro;0;0;0;34;1090;940;
Commercial House;Campo Grande;3;2;0;287;7000;;
Apartment;Barra da Tijuca;2;1;1;67;1800;1350;160
Commercial Set;Centro;0;0;0;30;1800;816;100
Kitchenette;Copacabana;1;0;0;32;1600;692;
Apartment;Barra da Tijuca;2;1;1;85;2000;1450;135
Apartment;Jacarepaguá;3;1;1;71;1900;650;
Apartment;Barra da Tijuca;4;3;2;303;8900;2277;1690
Commercial Set;Ipanema;0;1;0;31;2200;1200;
Apartment;Barra da Tijuca;4;2;4;240;8000;4500;1000
Commercial Set;Gávea;0;0;0;15;500;370;70
Commercial Set;Barra da Tijuca;0;1;0;28;800;800;124
Kitchenette;Glória;1;0;0;10;400;107;10
Commercial Set;Centro;0;0;0;88;1500;1090;335
Apartment;Freguesia (Jacarepaguá);2;1;1;60;1500;360;
Apartment;Recreio dos Bandeirantes;3;1;1;90;1800;750;150
Apartment;Recreio dos Bandeirantes;3;2;1;90;2000;860;90
Store/Hall;Copacabana;0;0;0;36;4000;;282
Condominuim House;Barra da Tijuca;5;3;5;900;20000;1300;1600
Apartment;Copacabana;1;1;1;90;3000;1358;
Commercial Set;Barra da Tijuca;0;12;0;375;35000;14000;
Condominuim House;Barra da Tijuca;3;3;3;400;7500;1900;
Apartment;Barra da Tijuca;2;1;1;94;2600;1320;137
Apartment;Encantado;2;1;0;75;1000;530;
Apartment;Ipanema;1;0;1;52;2800;749;
Apartment;Barra da Tijuca;2;1;2;88;3200;1111;123
Condominuim House;Itanhangá;3;2;3;200;3600;480;
House;Vila da Penha;2;1;0;80;1500;;
Commercial Set;Barra da Tijuca;0;1;0;49;2400;1;430
Apartment;Catete;1;0;0;45;1400;520;40
Apartment;Lagoa;4;2;1;159;6000;1436;424
Apartment;Recreio dos Bandeirantes;2;1;1;105;2300;649;156
Flat;Ipanema;2;1;1;80;8000;2800;2300
Apartment;Barra da Tijuca;4;2;2;146;4200;1800;3500
Apartment;Flamengo;2;0;0;77;1700;900;131
Apartment;Recreio dos Bandeirantes;1;1;1;50;1500;1150;220
Apartment;Itanhangá;2;0;0;54;900;546;27
Commercial Set;Centro;0;0;0;406;19500;9194;1998
Commercial Set;Campo Grande;0;0;0;27;850;500;
Apartment;Copacabana;3;0;1;125;2800;645;364
Apartment;Ipanema;2;1;0;70;4199;470;195
Condominuim House;Recreio dos Bandeirantes;4;4;3;500;9000;1000;900
Commercial Set;Centro;0;0;0;33;450;600;118
Commercial Set;Botafogo;0;3;0;134;12000;4932;
Apartment;Vila Isabel;2;0;0;96;1400;700;83
Condominuim House;Barra da Tijuca;4;4;2;600;30000;1050;
Apartment;Freguesia (Jacarepaguá);2;1;1;61;1650;681;
Store/Hall;Barra da Tijuca;0;1;0;86;3000;1600;
Apartment;Copacabana;1;0;0;45;2000;640;22
Apartment;Tijuca;2;0;0;69;1700;760;62
Store/Hall;Barra da Tijuca;0;1;0;49;3000;864;
Store/Hall;Madureira;0;0;0;24;3000;550;
Apartment;Botafogo;2;1;1;52;3100;1700;330
Village House;Riachuelo;3;0;0;73;850;;
Apartment;Anil;2;1;1;55;1200;400;
Apartment;Ipanema;4;2;1;257;8000;2800;680
Condominuim House;Barra da Tijuca;4;3;4;300;10000;1055;5500
Apartment;Laranjeiras;3;2;1;160;3500;2500;
Apartment;Cascadura;3;0;1;70;1200;;
Apartment;Leblon;1;0;0;62;3000;890;173
Apartment;Ipanema;4;1;2;220;8700;2300;
Apartment;Jacarepaguá;3;1;1;63;1500;700;
Apartment;Barra da Tijuca;3;3;3;197;10000;2262;410
Shed/Warehouse;Ramos;0;10;0;1800;25000;;6182
Apartment;Méier;3;0;0;79;1600;270;
Apartment;Vila Isabel;2;0;0;62;1500;170;21
Apartment;São Conrado;2;1;0;60;2000;737;151
Kitchenette;Flamengo;1;0;0;23;900;605;
Apartment;Tijuca;2;3;0;70;1680;230;45
Apartment;Ipanema;3;2;0;100;5000;1200;200
Apartment;Flamengo;3;1;0;169;5200;1584;386
Apartment;Barra da Tijuca;5;4;5;435;20000;4580;11000
Apartment;Parada de Lucas;2;1;0;55;900;140;
Apartment;Sampaio;3;0;0;97;1300;150;39
Apartment;Barra da Tijuca;2;1;1;67;1600;750;
Apartment;Copacabana;3;0;1;110;3000;900;
Apartment;Vila da Penha;2;1;0;62;1200;200;25
Apartment;Campo Grande;2;1;1;90;1600;600;
Apartment;Ipanema;2;0;1;70;3500;698;250
Apartment;Flamengo;3;0;1;115;3500;970;130
Commercial Set;Centro;0;0;0;200;8000;3773;1676
Apartment;Laranjeiras;2;0;1;90;2200;540;138
Whole Building;Penha;0;0;0;600;6500;;
Apartment;Recreio dos Bandeirantes;1;1;1;79;1900;479;
Commercial Set;Barra da Tijuca;0;1;0;34;850;909;270
Flat;Barra da Tijuca;2;1;2;77;2800;1400;300
Shed/Warehouse;Penha;0;0;0;500;10000;;
Apartment;Copacabana;1;0;0;30;1600;480;70
Commercial Set;Centro;0;0;0;47;2000;1104;165
Apartment;Ipanema;4;2;1;170;13000;3300;700
Apartment;Ipanema;4;2;3;203;12000;1650;538
Apartment;Botafogo;2;1;2;84;4230;1130;260
Apartment;Curicica;2;1;0;50;800;410;
Kitchenette;Centro;1;0;0;24;1100;323;
Store/Hall;Barra da Tijuca;0;1;0;67;2300;1200;
Store/Hall;Ramos;0;0;0;40;2500;;
Commercial Set;Barra da Tijuca;0;6;0;293;29000;70272;11712
Commercial Set;Barra da Tijuca;0;6;0;198;9000;8000;1500
Apartment;Méier;2;1;0;64;1100;644;
Apartment;Recreio dos Bandeirantes;2;1;1;80;1500;746;83
Commercial Set;Recreio dos Bandeirantes;0;15;0;425;15000;7657;
Apartment;Cascadura;2;1;1;56;1200;568;
Condominuim House;Barra da Tijuca;4;2;4;290;7000;7068;6800
Apartment;Barra da Tijuca;2;1;1;100;3500;985;230
Commercial Set;Centro;0;0;0;36;600;560;184
Apartment;Ipanema;3;1;1;140;7200;2900;850
Commercial Set;Centro;0;0;0;150;7812;2652;
Apartment;Recreio dos Bandeirantes;2;1;1;80;1700;450;138
House;Campo Grande;1;0;0;50;600;;
Apartment;Barra da Tijuca;3;3;3;160;8500;2300;345
Apartment;Barra da Tijuca;3;3;3;266;8900;3500;480
Apartment;Irajá;2;1;0;62;1000;300;
Apartment;São Conrado;4;2;1;166;4000;1933;388
Apartment;Leblon;4;2;1;178;15000;2541;696
Village House;Pavuna;2;0;0;55;600;;
Commercial Set;Del Castilho;0;1;0;175;3000;;199
Condominuim House;Barra da Tijuca;4;3;2;250;7500;1300;680
Commercial Set;Jardim Botânico;1;3;0;500;17000;;1000
Condominuim House;Barra da Tijuca;4;3;4;460;12000;1000;1200
Apartment;Campo Grande;2;1;0;45;770;230;
Apartment;Laranjeiras;1;1;0;50;2500;800;600
Apartment;Lagoa;3;2;1;200;10000;1479;800
Apartment;Lagoa;2;1;1;139;7000;720;463
Apartment;Barra da Tijuca;4;3;4;366;12800;3157;
Apartment;Leblon;2;0;0;73;3000;500;284
Apartment;Barra da Tijuca;2;1;1;72;1700;870;160
Apartment;Recreio dos Bandeirantes;4;2;2;230;7000;1490;
Apartment;Tijuca;3;1;0;75;1900;860;141
Commercial Set;Recreio dos Bandeirantes;0;1;0;32;1500;360;130
Apartment;Barra da Tijuca;3;2;1;105;3500;1400;271
Apartment;Taquara;2;1;1;71;1300;470;
Apartment;Irajá;2;1;0;50;900;300;
Commercial Set;Jacarepaguá;0;1;0;28;650;787;104
Commercial Set;Botafogo;0;18;0;958;95784;29698;5509
Commercial Set;Centro;0;0;0;27;1000;432;84
Commercial Set;Centro;0;0;0;400;9900;3650;1250
Apartment;Leblon;3;4;3;451;17000;4200;1717
Commercial Set;Barra da Tijuca;0;1;0;34;1250;1300;
Commercial Set;Botafogo;0;8;0;467;53730;14796;2728
Apartment;Freguesia (Jacarepaguá);2;1;1;87;1300;869;77
Apartment;Lagoa;3;2;3;125;4800;1600;48
Apartment;Copacabana;4;2;2;389;13640;4829;1154
House;Recreio dos Bandeirantes;4;2;2;352;6500;;
Commercial Set;Glória;0;0;0;95;2400;840;325
Commercial Set;Ipanema;0;0;0;26;1300;740;200
Commercial Set;Centro;0;0;0;210;8000;1900;590
Shed/Warehouse;Anil;0;0;0;5500;70000;;
Condominuim House;Barra da Tijuca;5;2;5;554;20000;1892;1743
Shed/Warehouse;Bonsucesso;0;0;0;3200;18000;;
Apartment;Copacabana;1;0;0;60;2400;530;78
Apartment;Recreio dos Bandeirantes;3;2;1;113;2100;611;
Apartment;Leblon;2;1;1;90;10500;23511;352
Apartment;Leblon;3;2;1;200;16000;4200;850
Apartment;Leblon;4;3;2;280;10000;3315;770
Apartment;Ipanema;3;1;1;118;6000;980;250
Apartment;Olaria;2;0;0;67;1250;150;
Apartment;Botafogo;3;2;1;100;4500;1600;205
Condominuim House;Freguesia (Jacarepaguá);3;3;1;155;2000;530;1250
Apartment;Lagoa;3;3;1;225;12000;3756;977
Commercial Set;Barra da Tijuca;0;2;0;72;2800;2550;
House;Bento Ribeiro;2;1;0;60;1400;;
Commercial Set;Taquara;0;1;0;36;1500;;
Commercial Set;Centro;0;0;0;423;11000;8082;1977
Store/Hall;Campo Grande;0;0;0;160;2650;;
Apartment;Flamengo;1;0;0;48;2200;478;
Apartment;Copacabana;2;0;0;67;2450;679;80
Commercial Set;Centro;0;0;0;30;500;500;95
Apartment;Ipanema;1;0;0;55;2000;630;19
Apartment;Recreio dos Bandeirantes;3;2;1;100;2500;650;1864
Apartment;Jardim Botânico;3;1;2;145;5000;1296;317
Apartment;Recreio dos Bandeirantes;3;2;1;115;2000;482;166
Apartment;Barra da Tijuca;1;1;0;62;1700;945;180
Commercial Set;Barra da Tijuca;0;16;0;430;31000;117471;22873
Condominuim House;Barra da Tijuca;3;5;3;1000;20000;3000;
Apartment;Campinho;2;0;0;63;800;392;
Commercial Set;Bangu;0;0;0;24;800;500;
Shopping Store/Commercial Center;Barra da Tijuca;0;1;0;42;1950;500;1550
Store/Hall;Leblon;0;0;0;68;25000;;1113
Store/Hall;Freguesia (Jacarepaguá);0;0;0;80;5800;;215
Apartment;Freguesia (Jacarepaguá);2;1;0;60;500;900;148
House;Centro;5;0;1;160;5000;;80
Apartment;Todos os Santos;3;0;0;54;1500;289;35
Apartment;Recreio dos Bandeirantes;2;1;1;105;2100;648;156
